N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
3.162000E+13 1.778E+15 302 3.800E-4 1.020299E-1 6.463100E+0 3.449140E-1 7.346230E+1 1.229591E-1 8.165700E+0 3.580370E-1 7.419310E+1 1.7021270E+01 2.0850631E+01 3.6652636E+00 9.8499726E-01
4.642000E+13 1.778E+15 302 3.800E-4 8.986835E-2 5.490200E+0 3.359070E-1 7.274890E+1 1.095408E-1 7.041300E+0 3.496550E-1 7.353540E+1 1.7959016E+01 2.2028603E+01 3.9318757E+00 1.0695529E+00
6.813000E+13 1.778E+15 302 3.800E-4 7.867883E-2 4.617900E+0 3.264370E-1 7.191920E+1 9.687289E-2 6.007600E+0 3.408260E-1 7.278240E+1 1.8781374E+01 2.3132366E+01 4.2218023E+00 1.1860010E+00
1.000000E+14 1.778E+15 302 3.800E-4 6.853363E-2 3.846200E+0 3.164030E-1 7.095020E+1 8.510602E-2 5.071800E+0 3.315420E-1 7.189980E+1 1.9472641E+01 2.4164991E+01 4.5662390E+00 1.3207269E+00
1.000000E+10 1.778E+15 307 3.800E-4 3.001796E-1 2.715850E+1 4.608810E-1 7.852280E+1 3.011510E-1 2.738870E+1 4.616090E-1 7.880870E+1 3.2256244E-01 8.4049261E-01 1.5770923E-01 3.6277721E-01
1.468000E+10 1.778E+15 307 3.800E-4 2.991985E-1 2.692520E+1 4.591980E-1 7.839010E+1 3.005969E-1 2.724590E+1 4.603390E-1 7.875910E+1 4.6520773E-01 1.1770578E+00 2.4786082E-01 4.6851729E-01
2.154000E+10 1.778E+15 307 3.800E-4 2.977938E-1 2.660780E+1 4.568080E-1 7.823840E+1 2.997953E-1 2.704680E+1 4.585200E-1 7.870340E+1 6.6762221E-01 1.6231125E+00 3.7337521E-01 5.9082581E-01
3.162000E+10 1.778E+15 307 3.800E-4 2.958043E-1 2.618630E+1 4.536000E-1 7.806520E+1 2.986428E-1 2.677410E+1 4.560950E-1 7.862650E+1 9.5046658E-01 2.1954053E+00 5.4703516E-01 7.1388145E-01
4.642000E+10 1.778E+15 307 3.800E-4 2.930292E-1 2.564260E+1 4.494130E-1 7.788740E+1 2.970012E-1 2.640890E+1 4.529960E-1 7.851610E+1 1.3373683E+00 2.9016733E+00 7.9095621E-01 8.0072749E-01
6.813000E+10 1.778E+15 307 3.800E-4 2.892384E-1 2.496270E+1 4.441290E-1 7.772990E+1 2.946930E-1 2.593260E+1 4.491150E-1 7.837550E+1 1.8509432E+00 3.7400801E+00 1.1101834E+00 8.2372680E-01
